# SST Pollock1 Pollock2 Cod Arrowtooth test_num
# nodes 
400
1.637233 286108.9 17277959 1997842 998612.8
1.792318 286108.9 17277959 1997842 998612.8
2.098669 286108.9 17277959 1997842 998612.8
2.548742 286108.9 17277959 1997842 998612.8
3.131456 286108.9 17277959 1997842 998612.8
3.832462 286108.9 17277959 1997842 998612.8
4.634499 286108.9 17277959 1997842 998612.8
5.517818 286108.9 17277959 1997842 998612.8
6.460669 286108.9 17277959 1997842 998612.8
7.439835 286108.9 17277959 1997842 998612.8
8.431207 286108.9 17277959 1997842 998612.8
9.410374 286108.9 17277959 1997842 998612.8
10.35322 286108.9 17277959 1997842 998612.8
11.23654 286108.9 17277959 1997842 998612.8
12.03858 286108.9 17277959 1997842 998612.8
12.73959 286108.9 17277959 1997842 998612.8
13.3223 286108.9 17277959 1997842 998612.8
13.77237 286108.9 17277959 1997842 998612.8
14.07872 286108.9 17277959 1997842 998612.8
14.23381 286108.9 17277959 1997842 998612.8
1.637233 310864.9 17277959 1997842 998612.8
1.792318 310864.9 17277959 1997842 998612.8
2.098669 310864.9 17277959 1997842 998612.8
2.548742 310864.9 17277959 1997842 998612.8
3.131456 310864.9 17277959 1997842 998612.8
3.832462 310864.9 17277959 1997842 998612.8
4.634499 310864.9 17277959 1997842 998612.8
5.517818 310864.9 17277959 1997842 998612.8
6.460669 310864.9 17277959 1997842 998612.8
7.439835 310864.9 17277959 1997842 998612.8
8.431207 310864.9 17277959 1997842 998612.8
9.410374 310864.9 17277959 1997842 998612.8
10.35322 310864.9 17277959 1997842 998612.8
11.23654 310864.9 17277959 1997842 998612.8
12.03858 310864.9 17277959 1997842 998612.8
12.73959 310864.9 17277959 1997842 998612.8
13.3223 310864.9 17277959 1997842 998612.8
13.77237 310864.9 17277959 1997842 998612.8
14.07872 310864.9 17277959 1997842 998612.8
14.23381 310864.9 17277959 1997842 998612.8
1.637233 359767.5 17277959 1997842 998612.8
1.792318 359767.5 17277959 1997842 998612.8
2.098669 359767.5 17277959 1997842 998612.8
2.548742 359767.5 17277959 1997842 998612.8
3.131456 359767.5 17277959 1997842 998612.8
3.832462 359767.5 17277959 1997842 998612.8
4.634499 359767.5 17277959 1997842 998612.8
5.517818 359767.5 17277959 1997842 998612.8
6.460669 359767.5 17277959 1997842 998612.8
7.439835 359767.5 17277959 1997842 998612.8
8.431207 359767.5 17277959 1997842 998612.8
9.410374 359767.5 17277959 1997842 998612.8
10.35322 359767.5 17277959 1997842 998612.8
11.23654 359767.5 17277959 1997842 998612.8
12.03858 359767.5 17277959 1997842 998612.8
12.73959 359767.5 17277959 1997842 998612.8
13.3223 359767.5 17277959 1997842 998612.8
13.77237 359767.5 17277959 1997842 998612.8
14.07872 359767.5 17277959 1997842 998612.8
14.23381 359767.5 17277959 1997842 998612.8
1.637233 431612.4 17277959 1997842 998612.8
1.792318 431612.4 17277959 1997842 998612.8
2.098669 431612.4 17277959 1997842 998612.8
2.548742 431612.4 17277959 1997842 998612.8
3.131456 431612.4 17277959 1997842 998612.8
3.832462 431612.4 17277959 1997842 998612.8
4.634499 431612.4 17277959 1997842 998612.8
5.517818 431612.4 17277959 1997842 998612.8
6.460669 431612.4 17277959 1997842 998612.8
7.439835 431612.4 17277959 1997842 998612.8
8.431207 431612.4 17277959 1997842 998612.8
9.410374 431612.4 17277959 1997842 998612.8
10.35322 431612.4 17277959 1997842 998612.8
11.23654 431612.4 17277959 1997842 998612.8
12.03858 431612.4 17277959 1997842 998612.8
12.73959 431612.4 17277959 1997842 998612.8
13.3223 431612.4 17277959 1997842 998612.8
13.77237 431612.4 17277959 1997842 998612.8
14.07872 431612.4 17277959 1997842 998612.8
14.23381 431612.4 17277959 1997842 998612.8
1.637233 524630.6 17277959 1997842 998612.8
1.792318 524630.6 17277959 1997842 998612.8
2.098669 524630.6 17277959 1997842 998612.8
2.548742 524630.6 17277959 1997842 998612.8
3.131456 524630.6 17277959 1997842 998612.8
3.832462 524630.6 17277959 1997842 998612.8
4.634499 524630.6 17277959 1997842 998612.8
5.517818 524630.6 17277959 1997842 998612.8
6.460669 524630.6 17277959 1997842 998612.8
7.439835 524630.6 17277959 1997842 998612.8
8.431207 524630.6 17277959 1997842 998612.8
9.410374 524630.6 17277959 1997842 998612.8
10.35322 524630.6 17277959 1997842 998612.8
11.23654 524630.6 17277959 1997842 998612.8
12.03858 524630.6 17277959 1997842 998612.8
12.73959 524630.6 17277959 1997842 998612.8
13.3223 524630.6 17277959 1997842 998612.8
